shopify_product_id,handle,title,has_clean_lifestyle_pos1,status
9367395074153,bac-a-sable-bois-auvent-reglable-enfants,Bac à sable en bois avec auvent réglable pour enfants,true,CLEAN_POS1
7788349390953,bac-a-sable-pour-enfants-avec-auvent-et-siege,Bac à sable enfants avec auvent et siège,false,SWAP_TEXT
7796433944681,bac-a-sable-avec-couvercle-carre-de-sable-en-bois-pour-enfants,Bac à sable octogonal avec couvercle et bancs,false,SWAP_TEXT
7798393962601,bac-a-jardin-sureleve-en-acier-galvanise-122x122x30cm,Bac de jardinage surélevé 120 x 120 x 30 cm acier galvanisé,true,CLEAN_POS1
7736575230057,jardiniere-surelevee-avec-treillis-200l-livraison-gratuite,Bac de jardinage surélevé avec treillis,true,CLEAN_POS1
7736572117097,bac-sureleve-galvanise-avec-treillis-110x41x178cm,Bac de jardinage surélevé avec treillis 109 x 41 x 178 cm,true,CLEAN_POS1
7736543412329,bac-sureleve-240x80x45cm-acier-galvanise,Bac de jardinage surélevé galvanisé 240 x 80 x 45 cm,true,CLEAN_POS1
7798394617961,bac-sureleve-en-acier-galvanise-241cm-x-91cm-x-30cm,Bac de jardinage surélevé galvanisé 241 x 91 x 30 cm,true,CLEAN_POS1
7736544297065,bac-de-jardinage-sureleve-61cm-profond-acier-galvanise-220cm,Bac de jardinage surélevé galvanisé 61 cm profond,true,CLEAN_POS1
7736574869609,bac-a-jardinage-sureleve-180x55x80cm-avec-pattes-galvanisees,Bac de jardinage surélevé galvanisé avec pieds 180cm,true,CLEAN_POS1
7736540561513,bac-sureleve-240x120x60cm-jardiniere-galvanisee-noire,Bac de jardinage surélevé galvanisé extra profond 240x120x60cm,true,CLEAN_POS1
9372965372009,bac-jardinage-sureleve-pliable-bois,Bac de jardinage surélevé pliable en bois,true,CLEAN_POS1
7796433715305,bac-a-fleurs-sureleve-119x61x74cm-avec-pattes-metal,Bac jardin surélevé structure métal bois 119x61x74cm,true,CLEAN_POS1
7796435714153,bac-sureleve-152x91x60cm-en-acier-galvanise-pour-jardin,Bac surélevé galvanisé 152 x 91 x 61 cm,true,CLEAN_POS1
7736538628201,bac-sureleve-240x60x30cm-acier-galvanise,Bac surélevé galvanisé 8'x2'x1' pour jardin,true,CLEAN_POS1
7736542429289,bac-sureleve-galvanise-240x40x45cm-jardin-exterieur,Bac surélevé galvanisé renforcé 244 x 40 x 45 cm,true,CLEAN_POS1
9365035352169,bacs-jardinage-surelevas-galvanises-ensemble-2,Bacs de jardinage surélevés galvanisés ensemble de 2,true,CLEAN_POS1
7736573886569,bacs-de-jardin-sureleves-galvanises-183x60x30cm-ensemble-de-2,Bacs de jardinage surélevés galvanisés modulaires 182 x 71 cm,true,CLEAN_POS1
7798394290281,ensemble-2-bacs-sureleves-galvanises-jardinieres-exterieures,Bacs surélevés galvanisés ensemble de 2 pour jardin,true,CLEAN_POS1
7736574279785,bacs-sureleves-galvanises-183x60x57cm-ensemble-de-2,Bacs surélevés galvanisés modulaires 183 x 71 cm,true,CLEAN_POS1
9365038989417,bain-oiseaux-decoratif-fleur-de-lys-resine,Bain d'oiseaux décoratif 69 cm fleur de lys résine,true,CLEAN_POS1
9376663601257,bain-oiseaux-vintage-planteur-fleuri,Bain d'oiseaux vintage avec planteur fleuri,true,CLEAN_POS1
7793456250985,balancoire-de-patio-3-places-avec-auvent-ajustable,Balancelle de patio 3 places avec auvent ajustable,true,CLEAN_POS1
9367414833257,balancoire-bascule-2-en-1-enfants,Balançoire à bascule 2 en 1 pour enfants,false,STILL_NO_LIFESTYLE
9367231135849,balancoire-a-bascule-enfant-forme-cerf,Balançoire à bascule pour enfants en forme de cerf,true,CLEAN_POS1
7796435877993,banc-balancoire-double-planneur-exterieur-en-acier-pour-patio,Balançoire de jardin double à bascule pour patio,false,SWAP_TEXT
7788348604521,balancoire-de-patio-1-place-avec-auvent-ajustable-et-coussins,Balançoire de patio 1 place avec auvent ajustable,true,CLEAN_POS1
9371096744041,balancoire-patio-3-places-auvent-plateaux-lateraux,Balançoire de patio 3 places avec auvent et plateaux latéraux,true,CLEAN_POS1
9369986367593,balancoire-patio-3-places-auvent-rotin,Balançoire de patio 3 places avec auvent et rotin,true,CLEAN_POS1
9371100774505,balancoire-patio-3-places-auvent-reglable,Balançoire de patio 3 places avec auvent réglable,true,CLEAN_POS1
9367402872937,balancoire-soucoupe-ronde-enfants-110cm,Balançoire soucoupe ronde pour enfants 110 cm,false,SWAP_TEXT
7752187281513,banc-balancoire-pour-2-personnes-chaise-a-bascule-patio-exterieur,Banc Bascule Extérieur 2 Places Maille Respirante,false,SWAP_TEXT
9372965437545,banc-coffre-exterieur-rotin-pe-111l,Banc coffre extérieur en rotin PE 111 L,false,SWAP_TEXT
7752231485545,ensemble-banc-exterieur-3-pieces-pour-cour-et-balcon-en-sapin,Banc de jardin double avec table centrale — Tan,true,CLEAN_POS1
7798393077865,banc-de-jardin-rustique-42-avec-roues-de-chariot-en-bois-de-sapin,Banc de jardin roues de chariot bois sapin rustique 107 cm,false,SWAP_TEXT
7752241971305,banc-bascule-exterieur-2-places-chaise-glissiere-patio-metal,Banc planeur extérieur 2 places mécanisme glissement,false,STILL_NO_LIFESTYLE
7750878167145,barbecue-au-gaz-3-bruleurs-avec-bruleur-lateral-9-5-kw,Barbecue à gaz 3 brûleurs avec brûleur latéral,false,SWAP_TEXT
7750882852969,bbq-au-gaz-portable-3-bruleurs-gril-de-table-camping,Barbecue à gaz portable 3 brûleurs de table,false,SWAP_TEXT
7750885179497,bbq-au-propane-4-1-bruleurs-avec-bruleur-lateral-et-rangement,Barbecue à gaz propane 5 brûleurs portable avec réchaud latéral,false,SWAP_TEXT
7750882033769,barbecue-au-charbon-74cm-avec-table-pliante-et-thermometre,Barbecue au charbon 74 cm avec table pliante,false,SWAP_TEXT
9359653765225,barbecue-charbon-portable-pliant,Barbecue au charbon portable avec bassin amovible pliant,true,CLEAN_POS1
7750892748905,bbq-au-charbon-avec-hauteur-ajustable-et-roulettes-portables,Barbecue au charbon portable avec hauteur ajustable,true,CLEAN_POS1
7750889963625,bbq-au-propane-portable-2-bruleurs-18-400-btu-avec-roues,Barbecue au Propane 2 Brûleurs avec Roues 18 400 BTU,false,SWAP_TEXT
7750878134377,bbq-au-propane-40-000-btu-4-bruleurs-bruleur-lateral,Barbecue au propane 4 brûleurs avec brûleur latéral 40000 BTU,false,STILL_NO_LIFESTYLE
9359653404777,barbecue-charbon-portable-kettle,Barbecue Charbon Portable Kettle Contrôle Température,true,CLEAN_POS1
9359654092905,barbecue-charbon-portable-pliable-table,Barbecue Charbon Portable Pliable Table 59x43x39cm,true,CLEAN_POS1
7750893666409,bbq-double-combustible-gril-charbon-et-gaz-2-1-bruleurs,Barbecue combiné charbon et gaz 2 brûleurs avec roulettes,false,SWAP_TEXT
9371102019689,barbecue-rechaud-camping-2-en-1-portatif-20000-btu,Barbecue-réchaud de camping 2-en-1 portable 20 000 BTU,false,SWAP_TEXT
7788349423721,barriere-pour-animaux-autoportante-en-bois-avec-2-pieds-support,Barrière pliante en bois avec pieds de support,true,CLEAN_POS1
7752238694505,barriere-pour-chat-extra-haute-150cm-porte-ajustable-76-104cm,Barrière pour animaux extra haute 150 cm avec extensions,true,CLEAN_POS1
7752240431209,barriere-extra-large-76-131cm-avec-porte-chien-89cm-hauteur,Barrière pour animaux extra large 76-131 cm avec porte,true,CLEAN_POS1
9373972234345,barriere-chien-extra-large-avec-petite-porte,Barrière pour chien extra-large avec petite porte,true,CLEAN_POS1
7752211333225,barriere-de-securite-104cm-pour-chiens-escaliers-et-portes,Barrière pour chien intérieure 104 cm ouverture facile,true,CLEAN_POS1
7752236630121,cadre-de-lit-queen-en-metal-avec-tete-de-lit-et-rangement,Base de lit plateforme queen en métal avec tête,true,CLEAN_POS1
9365263024233,base-parasol-3-en-1-roues-80kg,Base de parasol 3-en-1 avec roues 80 kg,true,CLEAN_POS1
9365034139753,base-parasol-4-pieces-deporte,Base de parasol 4 pièces pour parasol déporté,true,CLEAN_POS1
7798393897065,base-de-parasol-9-kg-resine-bronze-pour-patio-jardin-1,Base de parasol carrée résine 9 kg — bronze,true,CLEAN_POS1
9365036367977,base-parasol-demi-lune-motif-floral-bronze,Base de parasol demi-lune 20 livres motif floral — bronze,true,CLEAN_POS1
9359739682921,base-parasol-deporte-4-pieces,Base de parasol déporté 4 pièces 56 kg,true,CLEAN_POS1
9365035843689,base-parasol-ronde-roues,Base de parasol ronde 52 cm avec roues,true,CLEAN_POS1
9359738863721,base-parasol-ronde-resine-bronze,Base de parasol ronde en résine 12 kg — bronze,true,CLEAN_POS1
9365263122537,base-parasol-remplissable-robuste-acier,Base de parasol ronde remplissable robuste en acier,true,CLEAN_POS1
9359739551849,base-parasol-carree-portable-roulettes,Base parasol carrée portable roulettes 35 lbs,true,CLEAN_POS1
7750881280105,bbq-au-propane-2-1-bruleurs-avec-bruleur-lateral-et-accessoires-1,BBQ à gaz propane 2+1 brûleurs avec tablette latérale,false,SWAP_TEXT
7750892683369,bbq-au-charbon-avec-plateau-ajustable-et-coque-galvanisee,BBQ au charbon avec fumoir et ajustement thermique,false,SWAP_TEXT
9365039087721,bbq-charbon-fumoir-offset-portable,BBQ au charbon avec fumoir offset portable 124cm,false,SWAP_TEXT
7750893600873,bbq-au-charbon-avec-tablettes-pliantes-et-thermometre,BBQ au charbon avec tablettes pliables et roulettes,false,STILL_NO_LIFESTYLE
7750892814441,bbq-au-charbon-avec-thermometre-et-roulettes,BBQ au charbon avec thermomètre et roues,true,CLEAN_POS1
7750893437033,bbq-au-charbon-pliable-avec-grille-de-rechauffage-et-thermometre,BBQ au charbon pliable avec grille de réchauffage,true,CLEAN_POS1
7750890061929,bbq-charcoal-43-cm-avec-accessoires-et-roulettes,BBQ au charbon portable 17 pouces avec accessoires,false,SWAP_TEXT
9359653372009,bbq-charbon-portable-roues,BBQ au charbon portable avec couvercle et roues,false,SWAP_TEXT
7750893404265,bbq-au-charbon-avec-surface-de-cuisson-1840-cm-et-3-tablettes,BBQ au charbon portable avec grille de 1840 cm²,false,SWAP_TEXT
7750890848361,bbq-au-charbon-avec-grille-rechaud-et-tablette-rangement-portable,BBQ au charbon portable avec grille réchaud et tablette,false,SWAP_TEXT
7750889996393,bbq-au-propane-3-bruleurs-avec-bruleur-lateral-36-000-btu,BBQ au propane 3 brûleurs avec brûleur latéral 36000 BTU,false,SWAP_TEXT
9359654060137,bbq-propane-3-bruleurs-plancha,BBQ au propane 3 brûleurs avec plancha antiadhésive,false,SWAP_TEXT
7750878265449,bbq-a-gaz-propane-3-1-bruleurs-portable-avec-bruleur-lateral,BBQ au Propane 3+1 Brûleurs Portable avec Brûleur Latéral,false,SWAP_TEXT
7750878036073,bbq-au-propane-4-1-bruleurs-en-acier-au-carbone,BBQ au Propane 4 Brûleurs avec Brûleur Latéral,true,CLEAN_POS1
7750881804393,bbq-au-propane-4-1-bruleurs-avec-bruleur-lateral-et-roulettes,BBQ au propane 5 brûleurs avec brûleur latéral,false,SWAP_TEXT
7750878068841,bbq-au-propane-2-bruleurs-grill-portable-patio,BBQ au propane portable 2 brûleurs pattes pliantes,true,CLEAN_POS1
7750892879977,bbq-au-charbon-portable-avec-roues-et-tablette-laterale,BBQ charbon portable acier inoxydable avec roues et tablette,false,STILL_NO_LIFESTYLE
9359656222825,bbq-charbon-trolley-tablettes-roues,BBQ charbon trolley avec tablettes latérales et roues,true,CLEAN_POS1
7750892716137,bbq-fumoir-au-charbon-420-po-avec-roues-et-ramasse-cendres,BBQ fumoir charbon 420 po² avec roues,true,CLEAN_POS1
9359653994601,bbq-portable-charbon-fumoir-offset,BBQ portable au charbon avec fumoir offset,false,SWAP_TEXT
9359653503081,bbq-portable-charbon-paniers-rangement,BBQ Portable au Charbon avec Paniers de Rangement,true,CLEAN_POS1
7750892781673,bbq-portatif-style-valise-grille-charbon-compacte-metal,BBQ portable format valise métal charbon,true,CLEAN_POS1
7750892847209,barbecue-charbon-rotissoire-3-niveaux-acier-inoxydable,BBQ Rôtissoire Charbon 3 Niveaux Acier Inoxydable,true,CLEAN_POS1
7752197439593,bibliotheque-enfant-avec-rangement-meuble-de-rangement-jouets,Bibliothèque enfants avec rangement tiroir roulettes,true,CLEAN_POS1
9367233888361,blocs-jeu-mousse-douce-12-pieces,Blocs de jeu en mousse douce 12 pièces,false,STILL_NO_LIFESTYLE
7751750778985,buffet-bahut-avec-tablettes-ajustables-bois-dingenierie,Buffet bahut avec tablettes ajustables — gris foncé,true,CLEAN_POS1
7752194621545,buffet-de-ferme-avec-portes-de-grange-meuble-de-rangement-cuisine,Buffet campagnard avec portes de grange et tiroir,true,CLEAN_POS1
7752238989417,buffet-de-cuisine-style-campagnard-avec-tiroir-et-etagere,Buffet de cuisine style fermette avec tiroir et tablette,true,CLEAN_POS1
7752188985449,buffet-avec-tiroirs-et-portes-rangement-cuisine-design,Buffet laqué avec tiroirs et portes push-open,true,CLEAN_POS1
7752196653161,buffet-moderne-avec-rangement-tiroirs-et-tablettes-ajustables,Buffet moderne avec rangement tiroirs et tablettes ajustables,true,CLEAN_POS1
7752182300777,bureau-dangle-rotatif-180-avec-rangement,Bureau d'angle rotatif 180° avec rangements,true,CLEAN_POS1
7751783284841,bureau-dordinateur-dangle-55-rotatif-360-poste-de-travail,Bureau d'angle rotatif 360° avec étagères 3 niveaux,true,CLEAN_POS1
7752237023337,ensemble-bureau-et-chaise-ajustable-pour-enfants-avec-tiroir,Bureau d'étude ajustable avec chaise et tiroir enfant,true,CLEAN_POS1
7752184201321,bureau-dordinateur-120cm-avec-etageres-et-tiroirs,Bureau d'ordinateur 3 tiroirs et étagères réversibles 119 cm,true,CLEAN_POS1
7751759986793,bureau-dordinateur-180-cm-avec-pattes-en-metal-et-surface-bois,Bureau d'ordinateur industriel 180 cm surface grain de bois,true,CLEAN_POS1
7752184365161,bureau-dangle-en-l-119-cm-rotatif-360-table-de-travail-reversible,Bureau en L rotatif 360° avec rangement,true,CLEAN_POS1
7752237056105,ensemble-bureau-et-chaise-ajustable-pour-enfants-table-detude,Bureau enfant ajustable avec chaise et lampe LED,true,CLEAN_POS1
7752180269161,bureau-dordinateur-119-cm-avec-tiroirs-et-classeur-mobile,Bureau informatique tiroirs amovibles 47 po,true,CLEAN_POS1
9371100741737,bureau-mural-rabattable-tableau-noir-etagere,Bureau mural rabattable avec tableau noir et étagère,true,CLEAN_POS1
7751784366185,cage-pour-chien-en-bois-26-double-porte-design-moderne,Cage chien table d'appoint 2 portes 26 pouces,true,CLEAN_POS1
7752205074537,cage-decorative-table-dappoint-pour-chiens-moyens-et-grands,Cage chien table d'appoint coussin résistant à l'eau,true,CLEAN_POS1
7736567595113,cage-de-protection-249x90cm-3-portes-zippees-et-piquets,Cage de Protection 8' x 3' avec 3 Portes,true,CLEAN_POS1
7736571822185,cage-de-protection-acier-galvanise-120x240cm-porte-zippee,Cage de protection pour cultures avec porte zippée 122 x 244 cm,true,CLEAN_POS1
7736568316009,cage-protectrice-249x120cm-protection-plantes-jardin,Cage de protection végétaux 8' x 4',true,CLEAN_POS1
7752205795433,cage-a-chien-meuble-80cm-2-portes-pour-chiens-moyens,Cage meuble pour chien moyenne taille double porte 80 cm,true,CLEAN_POS1
7751781220457,cage-pour-chien-104cm-acier-robuste-avec-roues,Cage pour chien en acier robuste 104 cm avec roulettes,true,CLEAN_POS1
9365039349865,cage-protection-cultures-acier-galvanise-8x4,Cage protection cultures acier galvanisé porte zip 8x4 pieds,true,CLEAN_POS1
7752239251561,camionnette-electrique-12v-pour-enfants-avec-telecommande,Camion électrique 12V télécommandé pour enfants avec suspension,true,CLEAN_POS1
9367413948521,camion-benne-electrique-12v-enfant-benne-basculante,Camion-benne électrique pour enfants 12V avec benne basculante,true,CLEAN_POS1
7750488948841,canape-2-places-avec-accoudoirs-et-pattes-en-bois-lin,Canapé 2 places avec accoudoirs et pieds en bois,true,CLEAN_POS1
7798399205481,causeuse-2-places-sofa-rembourre-pour-salon-et-chambre,Canapé 2 Places Capitonné pour Salon et Chambre,true,CLEAN_POS1
7751702741097,canape-2-places-135cm-avec-pieds-acier-salon-chambre,Canapé 2 places compact avec pieds en acier — foncé,true,CLEAN_POS1
7751702872169,canape-2-places-sofa-rembourre-avec-pattes-en-bois,Canapé 2 places compact rembourré avec pieds en bois,true,CLEAN_POS1
7798399336553,canape-2-places-140-cm-cuir-pu-et-pieds-bois-massif,Canapé 2 places cuir PU avec pieds bois,true,CLEAN_POS1
7751702675561,canape-2-places-147-cm-mobilier-salon-moderne-rembourre,Canapé 2 places moderne en microfibre 148 cm,true,CLEAN_POS1
7752238432361,canape-2-places-moderne-velours-cotele-et-pieds-en-bois,Canapé 2 places moderne rembourré pattes bois caoutchouc,true,CLEAN_POS1
7752241447017,canape-2-places-moderne-tissu-lin-et-pattes-en-bois,Canapé 2 places moderne tissu lin pieds bois,true,CLEAN_POS1
7750489931881,canape-2-places-moderne-mousse-haute-resilience-et-capitonne,Canapé 2 places moderne velours capitonné,true,CLEAN_POS1
7750489833577,canape-3-places-avec-ports-usb-et-porte-gobelets,Canapé 3 places avec ports USB et porte-gobelets,true,CLEAN_POS1
7750489505897,canape-3-places-259-cm-chenille-avec-ressorts-et-coussins-mousse,Canapé 3 places chenille à ressorts haute densité,true,CLEAN_POS1
7750890291305,canape-3-places-en-rotin-tresse-pe-meuble-de-patio-avec-coussins,Canapé 3 places en rotin PE pour patio,true,CLEAN_POS1
7750874169449,canape-3-places-moderne-ressorts-ensaches-et-lin,Canapé 3 places moderne avec ressorts ensachés en lin,true,CLEAN_POS1
7750489899113,canape-3-places-188cm-velours-cotele-avec-coussins-ressorts,Canapé 3 places moderne velours côtelé coussins ressorts,true,CLEAN_POS1
7750488916073,canape-3-places-en-lin-rembourrage-confortable-et-pieds-acier,Canapé 3 places rembourré en lin avec pieds acier,true,CLEAN_POS1
7750489800809,sofa-3-places-en-velours-avec-ressorts-et-coussins,Canapé 3 places velours avec ressorts et coussins,true,CLEAN_POS1
7788350406761,causeuse-2-places-canape-compact-avec-ressorts-s-et-pieds-acier,Canapé d'amour capitonné en lin ressorts S,true,CLEAN_POS1
7750874005609,canape-de-patio-3-places-en-aluminium-avec-coussins-1,Canapé de patio 3 places aluminium avec coussins — foncé,true,CLEAN_POS1
7750489440361,canape-de-patio-3-places-en-rotin-pe-avec-coussins-profonds,Canapé de patio 3 places avec coussins profonds — kaki,false,STILL_NO_LIFESTYLE
7750489735273,canape-de-patio-3-places-en-rotin-avec-tablettes-laterales,Canapé de patio 3 places avec plateaux latéraux,true,CLEAN_POS1
7750890356841,canape-dexterieur-3-places-en-rotin-pe-meuble-de-patio,Canapé de patio 3 places en rotin tressé,true,CLEAN_POS1
7750489702505,canape-exterieur-2-places-siege-profond-avec-coussins,Canapé extérieur 2 places avec coussins épais — Foncé,false,STILL_NO_LIFESTYLE
7750873940073,canape-dexterieur-2-places-en-rotin-avec-coussins,Canapé extérieur 2 places rotin avec coussins,true,CLEAN_POS1
7788350734441,canape-exterieur-3-places-en-rotin-pe-avec-coussins-1,Canapé extérieur 3 places rotin PE avec coussins,true,CLEAN_POS1
7750489571433,canape-patio-2-places-avec-plateau-lateral-acier-polyester,Canapé patio 2 places avec plateau latéral grain de bois,true,CLEAN_POS1
7736577097833,canape-exterieur-rotin-tresse-3-places-avec-coussins-gris,Canapé patio 3 places rotin avec coussins,false,STILL_NO_LIFESTYLE
7752183218281,canape-pour-animaux-avec-rangement-lit-chaise-longue-pour-chien,Canapé pour animaux avec rangement bois naturel,true,CLEAN_POS1
7752214184041,canape-pour-chien-grande-taille-avec-housse-lavable,Canapé pour chien grande taille housse lavable,true,CLEAN_POS1
7752206647401,sofa-sureleve-pour-chien-divan-lavable-en-chenille-avec-pattes-bois,Canapé pour chien surélevé avec coussin lavable,true,CLEAN_POS1
9359656616041,canape-lit-convertible-3-en-1-usb-2,Canapé-lit convertible 3-en-1 avec chargement USB,true,CLEAN_POS1
7798394388585,canape-lit-convertible-avec-ports-usb-futon-2-places-en-lin,Canapé-lit convertible avec ports USB et dossier ajustable,true,CLEAN_POS1
7751741800553,canape-lit-en-rotin-convertible-meuble-de-patio-ajustable,Canapé-lit convertible rotin ajustable extérieur,true,CLEAN_POS1
7751702708329,causeuse-2-places-130-cm-cuir-pu-et-cadre-acier,Causeuse 2 places cuir synthétique 130 cm,true,CLEAN_POS1
9359653339241,causeuse-moderne-tissu-lin-ressorts,Causeuse 2 places moderne tissu lin avec ressorts,true,CLEAN_POS1
7752237842537,canape-2-places-en-tissu-effet-velours-avec-rembourrage-21-cm,Causeuse 2 places tissu velours rembourrage épais,true,CLEAN_POS1
7798399271017,causeuse-134-cm-canape-2-places-velours-pattes-bois,Causeuse 2 places velours pattes bois blanchi 134 cm,true,CLEAN_POS1
7752228241513,causeuse-convertible-en-rotin-gris-chaise-longue-patio,Causeuse convertible en osier pour patio — gris,true,CLEAN_POS1
7750489178217,causeuse-2-places-en-rotin-synthetique-pour-patio-exterieur,Causeuse de patio 2 places en rotin avec coussins,true,CLEAN_POS1
7751702544489,causeuse-inclinable-2-places-avec-repose-pieds-et-dossiers-divises,Causeuse inclinable 2 places avec repose-pieds et dossiers divisés,true,CLEAN_POS1
7752240529513,sofa-causeuse-moderne-avec-ressorts-ensaches-et-rembourrage-lin,Causeuse moderne avec ressorts ensachés et rembourrage épais,true,CLEAN_POS1
7752225685609,causeuse-vintage-canape-2-places-en-chenille-avec-cadre-eucalyptus,Causeuse vintage rembourée tissu chenille 2 places,true,CLEAN_POS1
