shopify_product_id,handle,title,current_pos1_classification,current_pos1_has_text_overlay,best_lifestyle_position,best_lifestyle_url,best_lifestyle_has_text_overlay,confidence,action
7752238956649,arbre-a-chat-206-cm-tours-multi-niveaux-avec-griffoirs,Arbre à chat multiniveau 81 po avec griffoirs,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/KHu7b6194949dd32f.jpg?v=1776172352,true,0.88,SWAP
7752188461161,arbre-a-chat-119-cm-griffoir-et-condo-multi-niveaux,Arbre à chat multiniveaux avec condo et coussins 119 cm,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/dff85219df77d2638.jpg?v=1778309006,true,0.95,SWAP
7752238858345,arbre-a-chat-du-plancher-au-plafond-225-255cm-pour-grands-chats,Arbre à chat plafond-sol ajustable 225-255cm avec hamacs,white_background,false,,,,,NO_LIFESTYLE
9364962508905,arbre-ficus-artificiel-152cm-pot,Arbre artificiel ficus 152 cm plante décorative avec pot,white_background,false,,,,,NO_LIFESTYLE
9364962410601,arbres-artificiels-lavande-ensemble-2-pots,Arbres artificiels lavande ensemble 2 boules fleuries,white_background,false,2,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/gP593f19e72017e51.jpg?v=1781354818,false,0.97,SWAP
7736576311401,arche-de-jardin-8-pi-treillis-noir-pour-plantes-grimpantes,Arche de jardin 8 pieds treillis métal plantes grimpantes,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/X2O3f519ca029b975_6aa59747-69dd-4cae-9f55-1a5ab0afa674.jpg?v=1775911049,false,0.97,SWAP
7736551964777,arche-de-jardin-metallique-8-pi-treillis-decoratif-noir,Arche de jardin décorative 244 cm acier treillis,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Q7x01518e0c44d74d.jpg?v=1781166821,true,0.85,SWAP
9367417389161,arche-jardin-acier-plantes-grimpantes,Arche de jardin en acier pour plantes grimpantes,white_background,false,2,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/43Ya09187001b8310.jpg?v=1781659190,true,0.85,SWAP
7736554291305,arche-de-jardin-forme-cage-a-oiseaux-219x219x286cm-noir,Arche de jardin forme cage à oiseau en métal,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/7xAe5018ced2a6d46_8d3ea2e3-2b48-43ba-94cd-adc4da0271b7.jpg?v=1781598732,true,0.95,SWAP
7736553799785,arche-de-jardin-2-7m-treillis-noir-pour-rosiers-grimpants,Arche de jardin treillis décorative 265 cm,white_background,false,,,,,NO_LIFESTYLE
9376663404649,armoire-chaussures-3-tiroirs-rabattables-tablettes-ajustables,"Armoire à chaussures 3 tiroirs rabattables, 12-18 paires",white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/vg0a8219caedbfc6e.jpg?v=1782868031,true,0.95,SWAP
9364963164265,armoire-chaussures-etroite-style-ferme,Armoire à chaussures étroite avec tiroirs basculants style ferme,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/98V27019db4f78e6f.jpg?v=1781355109,true,0.85,SWAP
9369986302057,armoire-rangement-39-tiroirs-montage-mural,Armoire de rangement 39 tiroirs montage mural,white_background,false,,,,,NO_LIFESTYLE
7752239218793,armoire-de-rangement-cuisine-moderne-avec-etageres-ajustables,Armoire de rangement cuisine tablettes ajustables pieds métal,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/w5P67119496e747e4.jpg?v=1776172537,true,0.95,SWAP
9364960378985,armoire-garde-manger-cuisine-5-tablettes-porte-grange,Armoire garde-manger cuisine 5 tablettes porte de grange 170cm,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/ULc03a197c5fa70b6.jpg?v=1781354460,true,0.95,SWAP
9364962246761,armoire-murale-salle-bain-etageres-ajustables,Armoire murale salle de bain avec étagères ajustables,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/7ymae418bd1ec9d69_1fa7cdb2-2472-47f9-9625-1ec0d0d30b28.jpg?v=1782462682,true,0.95,SWAP
9364960706665,armoire-pharmacie-murale-3-niveaux-acier,Armoire Pharmacie Murale 3 Niveaux Acier Verrouillable,white_background,false,,,,,NO_LIFESTYLE
9364961034345,armoire-pharmacie-murale-miroir-3-portes,Armoire pharmacie murale miroir 71 x 61 cm,white_background,false,,,,,NO_LIFESTYLE
7752207269993,armoire-de-rangement-patio-porte-serviettes-exterieur-rotin,Armoire rangement patio rotin avec tiroir porte-serviettes,white_background,false,,,,,NO_LIFESTYLE
7752203501673,auto-electrique-12v-2-places-avec-seau-telecommande-et-suspension,Auto électrique 12V deux places avec télécommande,white_background,false,,,,,NO_LIFESTYLE
7752186232937,voiture-electrique-enfant-12v-avec-telecommande-parentale,Auto électrique enfant télécommande parentale 12V,white_background,false,,,,,NO_LIFESTYLE
7751785775209,voiture-electrique-police-12v-pour-2-enfants-avec-telecommande,Auto électrique police 2 places 12V,lifestyle_with_people,false,,,,,NO_LIFESTYLE
7751742423145,auto-electrique-12v-pour-enfants-avec-telecommande-et-suspension,Auto électrique pour enfants 12V avec télécommande,white_background,false,,,,,NO_LIFESTYLE
9365263057001,auvent-lateral-retractable-exterieur-polyester,Auvent latéral rétractable 300 x 200 cm extérieur polyester,white_background,false,,,,,NO_LIFESTYLE
7736547803241,auvent-lateral-retractable-4x1-8m-ecran-intimite-jardin,"Auvent rétractable latéral 4m x 1,8m pour terrasse",white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/J6b69619493f76955_834fa897-3aa0-490f-a4cc-01de3f748108.jpg?v=1775909971,true,0.88,SWAP
7798393208937,auvent-lateral-retractable-4m-x-1-8m-paravent-exterieur,"Auvent rétractable latéral extérieur 4 x 1,8 m",white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/J6b69619493f76955.jpg?v=1780273136,true,0.9,SWAP
7752181940329,auvent-retractable-en-aluminium-pour-patio-et-terrasse,Auvent rétractable patio aluminum réglable,white_background,false,,,,,NO_LIFESTYLE
9376661635177,bac-compost-exterieur-grande-capacite-302l,Bac à compost extérieur grande capacité 302 L,white_background,false,,,,,NO_LIFESTYLE
7736563073129,bac-a-jardin-sureleve-174x90x70cm-acier-avec-couverture-gris,Bac à jardinage surélevé acier galvanisé avec couvercle,white_background,false,,,,,NO_LIFESTYLE
7788348506217,bac-a-jardinage-sureleve-1-piece-jardiniere-pp-sur-pattes,Bac à jardinage surélevé polypropylène avec pieds,white_background,false,,,,,NO_LIFESTYLE
7798394159209,bac-a-plantes-sureleve-avec-rangement-sapin-91x41x81cm,Bac à plantes surélevé avec étagère de rangement 91 x 41 cm,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/t2wa09185c3ae181b_f0efcaaf-8d47-42b6-8682-4be93422ffaa.jpg?v=1782116155,true,0.95,SWAP
9367415324777,bac-a-sable-bois-auvent-reglable-sieges,Bac à sable en bois avec auvent réglable et sièges,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/qc315619e3a896102.jpg?v=1781657900,true,0.85,SWAP
9367395074153,bac-a-sable-bois-auvent-reglable-enfants,Bac à sable en bois avec auvent réglable pour enfants,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/fPDa09197a61aecd2_b1b69ed2-b27d-4d8d-b1af-4ad272ec9af5.jpg?v=1781857075,true,0.85,SWAP
7788349390953,bac-a-sable-pour-enfants-avec-auvent-et-siege,Bac à sable enfants avec auvent et siège,lifestyle_with_people,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Rj491c18f137b86dd_ea6889b2-6b3b-4df1-8482-69760fae06c0.jpg?v=1778973281,true,0.92,SWAP
7796433944681,bac-a-sable-avec-couvercle-carre-de-sable-en-bois-pour-enfants,Bac à sable octogonal avec couvercle et bancs,lifestyle_with_people,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/1xQ8ed19eba6e1381_5a11940c-ec86-494e-a306-a8c3a9f58e63.jpg?v=1782288945,true,0.92,SWAP
7798393962601,bac-a-jardin-sureleve-en-acier-galvanise-122x122x30cm,Bac de jardinage surélevé 120 x 120 x 30 cm acier galvanisé,white_background,false,,,,,NO_LIFESTYLE
7736575230057,jardiniere-surelevee-avec-treillis-200l-livraison-gratuite,Bac de jardinage surélevé avec treillis,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/sdDa3f19c09a23d96_012959c1-511f-4da8-b540-d8149a0540a3.jpg?v=1775911038,true,0.95,SWAP
7736572117097,bac-sureleve-galvanise-avec-treillis-110x41x178cm,Bac de jardinage surélevé avec treillis 109 x 41 x 178 cm,white_background,false,,,,,NO_LIFESTYLE
7736543412329,bac-sureleve-240x80x45cm-acier-galvanise,Bac de jardinage surélevé galvanisé 240 x 80 x 45 cm,white_background,false,,,,,NO_LIFESTYLE
7798394617961,bac-sureleve-en-acier-galvanise-241cm-x-91cm-x-30cm,Bac de jardinage surélevé galvanisé 241 x 91 x 30 cm,white_background,false,,,,,NO_LIFESTYLE
7736544297065,bac-de-jardinage-sureleve-61cm-profond-acier-galvanise-220cm,Bac de jardinage surélevé galvanisé 61 cm profond,white_background,false,,,,,NO_LIFESTYLE
7736574869609,bac-a-jardinage-sureleve-180x55x80cm-avec-pattes-galvanisees,Bac de jardinage surélevé galvanisé avec pieds 180cm,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/kIqd6419c46ae6c4a_6cc27e9c-717e-443d-ac83-3b1e3c4fb18c.jpg?v=1775910877,true,0.95,SWAP
7736540561513,bac-sureleve-240x120x60cm-jardiniere-galvanisee-noire,Bac de jardinage surélevé galvanisé extra profond 240x120x60cm,white_background,false,,,,,NO_LIFESTYLE
9372965372009,bac-jardinage-sureleve-pliable-bois,Bac de jardinage surélevé pliable en bois,white_background,false,,,,,NO_LIFESTYLE
7796433715305,bac-a-fleurs-sureleve-119x61x74cm-avec-pattes-metal,Bac jardin surélevé structure métal bois 119x61x74cm,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/l1he0819c220f05d8_732fe992-22a2-47fa-892a-4b9a2ec38a40.jpg?v=1781857956,true,0.92,SWAP
7796435714153,bac-sureleve-152x91x60cm-en-acier-galvanise-pour-jardin,Bac surélevé galvanisé 152 x 91 x 61 cm,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/a3P01519482f20daf_98de35cd-5c4c-4350-b5ea-e5eaaf689917.jpg?v=1780011883,true,0.95,SWAP
7736538628201,bac-sureleve-240x60x30cm-acier-galvanise,Bac surélevé galvanisé 8'x2'x1' pour jardin,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/6jP3f319c8fc04c8e_fd3142ba-faa2-491c-bfb0-2a25caf27d2c.jpg?v=1782808312,true,0.97,SWAP
7736542429289,bac-sureleve-galvanise-240x40x45cm-jardin-exterieur,Bac surélevé galvanisé renforcé 244 x 40 x 45 cm,white_background,false,,,,,NO_LIFESTYLE
9365035352169,bacs-jardinage-surelevas-galvanises-ensemble-2,Bacs de jardinage surélevés galvanisés ensemble de 2,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/u4Da1b19bde81d68b.jpg?v=1781378407,true,0.97,SWAP
7736573886569,bacs-de-jardin-sureleves-galvanises-183x60x30cm-ensemble-de-2,Bacs de jardinage surélevés galvanisés modulaires 182 x 71 cm,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/lYwe2019d41bd34d4_98f9f628-a965-45fc-a46f-bc36dfcb14b4.jpg?v=1775910856,true,0.95,SWAP
7798394290281,ensemble-2-bacs-sureleves-galvanises-jardinieres-exterieures,Bacs surélevés galvanisés ensemble de 2 pour jardin,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/em6d121949441f7c7_81325035-6413-4b35-bb1d-1130012156a9.jpg?v=1782721938,true,0.85,SWAP
7736574279785,bacs-sureleves-galvanises-183x60x57cm-ensemble-de-2,Bacs surélevés galvanisés modulaires 183 x 71 cm,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/lYwe2019d41bd34d4.jpg?v=1775910823,true,0.95,SWAP
9365038989417,bain-oiseaux-decoratif-fleur-de-lys-resine,Bain d'oiseaux décoratif 69 cm fleur de lys résine,white_background,false,,,,,NO_LIFESTYLE
9376663601257,bain-oiseaux-vintage-planteur-fleuri,Bain d'oiseaux vintage avec planteur fleuri,lifestyle_no_people,true,1,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/OpG44119483726846.jpg?v=1782868063,true,0.95,OK
7793456250985,balancoire-de-patio-3-places-avec-auvent-ajustable,Balancelle de patio 3 places avec auvent ajustable,white_background,false,,,,,NO_LIFESTYLE
9367414833257,balancoire-bascule-2-en-1-enfants,Balançoire à bascule 2 en 1 pour enfants,detail,true,,,,,NO_LIFESTYLE
9367231135849,balancoire-a-bascule-enfant-forme-cerf,Balançoire à bascule pour enfants en forme de cerf,white_background,false,,,,,NO_LIFESTYLE
7796435877993,banc-balancoire-double-planneur-exterieur-en-acier-pour-patio,Balançoire de jardin double à bascule pour patio,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/rRB4db19807a26f69.jpg?v=1781337825,true,0.85,SWAP
7788348604521,balancoire-de-patio-1-place-avec-auvent-ajustable-et-coussins,Balançoire de patio 1 place avec auvent ajustable,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/g3P30219490d1e1db.jpg?v=1778972929,true,0.85,SWAP
9371096744041,balancoire-patio-3-places-auvent-plateaux-lateraux,Balançoire de patio 3 places avec auvent et plateaux latéraux,white_background,false,,,,,NO_LIFESTYLE
9369986367593,balancoire-patio-3-places-auvent-rotin,Balançoire de patio 3 places avec auvent et rotin,white_background,false,,,,,NO_LIFESTYLE
9371100774505,balancoire-patio-3-places-auvent-reglable,Balançoire de patio 3 places avec auvent réglable,lifestyle_with_people,true,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Fmz1b519490e50fae.jpg?v=1782175804,true,0.88,SWAP
9367402872937,balancoire-soucoupe-ronde-enfants-110cm,Balançoire soucoupe ronde pour enfants 110 cm,white_background,false,2,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/0Zz3891948dbeab68.jpg?v=1781654818,true,0.92,SWAP
7752187281513,banc-balancoire-pour-2-personnes-chaise-a-bascule-patio-exterieur,Banc Bascule Extérieur 2 Places Maille Respirante,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/RcS53519f190e18db.jpg?v=1782892979,true,0.85,SWAP
9372965437545,banc-coffre-exterieur-rotin-pe-111l,Banc coffre extérieur en rotin PE 111 L,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/WZJccc19df8fe10d6.jpg?v=1782386342,true,0.88,SWAP
7752231485545,ensemble-banc-exterieur-3-pieces-pour-cour-et-balcon-en-sapin,Banc de jardin double avec table centrale — Tan,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Ek774318d12a52370.jpg?v=1776171012,true,0.88,SWAP
7798393077865,banc-de-jardin-rustique-42-avec-roues-de-chariot-en-bois-de-sapin,Banc de jardin roues de chariot bois sapin rustique 107 cm,white_background,false,,,,,NO_LIFESTYLE
7752241971305,banc-bascule-exterieur-2-places-chaise-glissiere-patio-metal,Banc planeur extérieur 2 places mécanisme glissement,white_background,false,,,,,NO_LIFESTYLE
7750878167145,barbecue-au-gaz-3-bruleurs-avec-bruleur-lateral-9-5-kw,Barbecue à gaz 3 brûleurs avec brûleur latéral,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/DqPe71195c699185c.jpg?v=1776041880,true,0.92,SWAP
7750882852969,bbq-au-gaz-portable-3-bruleurs-gril-de-table-camping,Barbecue à gaz portable 3 brûleurs de table,white_background,false,,,,,NO_LIFESTYLE
7750885179497,bbq-au-propane-4-1-bruleurs-avec-bruleur-lateral-et-rangement,Barbecue à gaz propane 5 brûleurs portable avec réchaud latéral,white_background,false,,,,,NO_LIFESTYLE
7750882033769,barbecue-au-charbon-74cm-avec-table-pliante-et-thermometre,Barbecue au charbon 74 cm avec table pliante,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/pRPe62195f121c993.jpg?v=1776042502,true,0.88,SWAP
9359653765225,barbecue-charbon-portable-pliant,Barbecue au charbon portable avec bassin amovible pliant,white_background,false,,,,,NO_LIFESTYLE
7750892748905,bbq-au-charbon-avec-hauteur-ajustable-et-roulettes-portables,Barbecue au charbon portable avec hauteur ajustable,white_background,false,,,,,NO_LIFESTYLE
7750889963625,bbq-au-propane-portable-2-bruleurs-18-400-btu-avec-roues,Barbecue au Propane 2 Brûleurs avec Roues 18 400 BTU,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/vpRbc319d704ce4ac.jpg?v=1776043528,true,0.88,SWAP
7750878134377,bbq-au-propane-40-000-btu-4-bruleurs-bruleur-lateral,Barbecue au propane 4 brûleurs avec brûleur latéral 40000 BTU,white_background,false,,,,,NO_LIFESTYLE
9359653404777,barbecue-charbon-portable-kettle,Barbecue Charbon Portable Kettle Contrôle Température,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/wiW917194950ab40f.jpg?v=1781942671,true,0.95,SWAP
9359654092905,barbecue-charbon-portable-pliable-table,Barbecue Charbon Portable Pliable Table 59x43x39cm,white_background,false,,,,,NO_LIFESTYLE
7750893666409,bbq-double-combustible-gril-charbon-et-gaz-2-1-bruleurs,Barbecue combiné charbon et gaz 2 brûleurs avec roulettes,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/4jA29f19d7ab4a893.jpg?v=1776045338,true,0.88,SWAP
9371102019689,barbecue-rechaud-camping-2-en-1-portatif-20000-btu,Barbecue-réchaud de camping 2-en-1 portable 20 000 BTU,detail,true,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Nmj80619eee418724.jpg?v=1782176405,true,0.92,SWAP
7788349423721,barriere-pour-animaux-autoportante-en-bois-avec-2-pieds-support,Barrière pliante en bois avec pieds de support,white_background,false,,,,,NO_LIFESTYLE
7752238694505,barriere-pour-chat-extra-haute-150cm-porte-ajustable-76-104cm,Barrière pour animaux extra haute 150 cm avec extensions,white_background,false,,,,,NO_LIFESTYLE
7752240431209,barriere-extra-large-76-131cm-avec-porte-chien-89cm-hauteur,Barrière pour animaux extra large 76-131 cm avec porte,white_background,false,,,,,NO_LIFESTYLE
9373972234345,barriere-chien-extra-large-avec-petite-porte,Barrière pour chien extra-large avec petite porte,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/dhic67196479ba25d.jpg?v=1782429563,true,0.92,SWAP
7752211333225,barriere-de-securite-104cm-pour-chiens-escaliers-et-portes,Barrière pour chien intérieure 104 cm ouverture facile,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/E8s5b418f846bf664_1a6c40c6-6f3e-4c90-add9-7451acb0e33d.jpg?v=1781598631,true,0.92,SWAP
7752236630121,cadre-de-lit-queen-en-metal-avec-tete-de-lit-et-rangement,Base de lit plateforme queen en métal avec tête,white_background,false,,,,,NO_LIFESTYLE
9365263024233,base-parasol-3-en-1-roues-80kg,Base de parasol 3-en-1 avec roues 80 kg,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/iCM51f19482f2041f.jpg?v=1782029941,true,0.92,SWAP
9365034139753,base-parasol-4-pieces-deporte,Base de parasol 4 pièces pour parasol déporté,white_background,false,,,,,NO_LIFESTYLE
7798393897065,base-de-parasol-9-kg-resine-bronze-pour-patio-jardin-1,Base de parasol carrée résine 9 kg — bronze,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/xeS41f1949441f098.jpg?v=1781510570,true,0.82,SWAP
9365036367977,base-parasol-demi-lune-motif-floral-bronze,Base de parasol demi-lune 20 livres motif floral — bronze,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/B2ef76197cec5bd5e_8c9a1bcf-780b-4abb-8861-d673c05789ab.jpg?v=1782549074,true,0.92,SWAP
9359739682921,base-parasol-deporte-4-pieces,Base de parasol déporté 4 pièces 56 kg,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/sP0a091866e9fec6c_12ee8da3-aeaf-4426-8cf1-3de5ab259fd1.jpg?v=1782116264,true,0.9,SWAP
9365035843689,base-parasol-ronde-roues,Base de parasol ronde 52 cm avec roues,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/IF37a519494ae824a_066ba834-7725-4234-af62-23dab7fa78bb.jpg?v=1782547426,false,0.98,SWAP
9359738863721,base-parasol-ronde-resine-bronze,Base de parasol ronde en résine 12 kg — bronze,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/K9Rc5019494786709.jpg?v=1780796184,true,0.82,SWAP
9365263122537,base-parasol-remplissable-robuste-acier,Base de parasol ronde remplissable robuste en acier,white_background,false,,,,,NO_LIFESTYLE
9359739551849,base-parasol-carree-portable-roulettes,Base parasol carrée portable roulettes 35 lbs,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/ZUE0d019e8db1bdd7.jpg?v=1780796235,true,0.92,SWAP
7750881280105,bbq-au-propane-2-1-bruleurs-avec-bruleur-lateral-et-accessoires-1,BBQ à gaz propane 2+1 brûleurs avec tablette latérale,white_background,false,2,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/Zop9df195cbbf44a0_7c315c85-e1ad-43dd-921e-23c57b5ee137.jpg?v=1776042448,true,0.82,SWAP
7750892683369,bbq-au-charbon-avec-plateau-ajustable-et-coque-galvanisee,BBQ au charbon avec fumoir et ajustement thermique,white_background,false,,,,,NO_LIFESTYLE
9365039087721,bbq-charbon-fumoir-offset-portable,BBQ au charbon avec fumoir offset portable 124cm,white_background,false,,,,,NO_LIFESTYLE
7750893600873,bbq-au-charbon-avec-tablettes-pliantes-et-thermometre,BBQ au charbon avec tablettes pliables et roulettes,white_background,false,,,,,NO_LIFESTYLE
7750892814441,bbq-au-charbon-avec-thermometre-et-roulettes,BBQ au charbon avec thermomètre et roues,white_background,false,,,,,NO_LIFESTYLE
7750893437033,bbq-au-charbon-pliable-avec-grille-de-rechauffage-et-thermometre,BBQ au charbon pliable avec grille de réchauffage,white_background,false,,,,,NO_LIFESTYLE
7750890061929,bbq-charcoal-43-cm-avec-accessoires-et-roulettes,BBQ au charbon portable 17 pouces avec accessoires,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/1uZ8ab195f64db504_5574ffd6-65a9-4740-b401-e860c58cc349.jpg?v=1776043569,true,0.92,SWAP
9359653372009,bbq-charbon-portable-roues,BBQ au charbon portable avec couvercle et roues,white_background,false,,,,,NO_LIFESTYLE
7750893404265,bbq-au-charbon-avec-surface-de-cuisson-1840-cm-et-3-tablettes,BBQ au charbon portable avec grille de 1840 cm²,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/g1r1f119d42b54f0d.jpg?v=1776045183,true,0.92,SWAP
7750890848361,bbq-au-charbon-avec-grille-rechaud-et-tablette-rangement-portable,BBQ au charbon portable avec grille réchaud et tablette,white_background,false,,,,,NO_LIFESTYLE
7750889996393,bbq-au-propane-3-bruleurs-avec-bruleur-lateral-36-000-btu,BBQ au propane 3 brûleurs avec brûleur latéral 36000 BTU,white_background,false,,,,,NO_LIFESTYLE
9359654060137,bbq-propane-3-bruleurs-plancha,BBQ au propane 3 brûleurs avec plancha antiadhésive,white_background,false,3,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/x4s43219d1db0dcde.jpg?v=1780759511,true,0.88,SWAP
7750878265449,bbq-a-gaz-propane-3-1-bruleurs-portable-avec-bruleur-lateral,BBQ au Propane 3+1 Brûleurs Portable avec Brûleur Latéral,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/C7S452195c7e2e5b3.jpg?v=1776041904,true,0.92,SWAP
7750878036073,bbq-au-propane-4-1-bruleurs-en-acier-au-carbone,BBQ au Propane 4 Brûleurs avec Brûleur Latéral,white_background,false,,,,,NO_LIFESTYLE
7750881804393,bbq-au-propane-4-1-bruleurs-avec-bruleur-lateral-et-roulettes,BBQ au propane 5 brûleurs avec brûleur latéral,white_background,false,4,https://cdn.shopify.com/s/files/1/0678/1327/7801/files/jpgc75195c7e2e52f.jpg?v=1776042477,true,0.95,SWAP
7750878068841,bbq-au-propane-2-bruleurs-grill-portable-patio,BBQ au propane portable 2 brûleurs pattes pliantes,white_background,false,,,,,NO_LIFESTYLE
7750892879977,bbq-au-charbon-portable-avec-roues-et-tablette-laterale,BBQ charbon portable acier inoxydable avec roues et tablette,white_background,false,,,,,NO_LIFESTYLE
9359656222825,bbq-charbon-trolley-tablettes-roues,BBQ charbon trolley avec tablettes latérales et roues,white_background,false,,,,,NO_LIFESTYLE
7750892716137,bbq-fumoir-au-charbon-420-po-avec-roues-et-ramasse-cendres,BBQ fumoir charbon 420 po² avec roues,white_background,false,,,,,NO_LIFESTYLE
